Title	Creator	Description	Date	Date Approximate	Keywords	Source	Publisher	Book Relationship	Identifier	Format Original	Format Digital	Type	Rights	Language	Date Digital	Location	Geonames	Latitude	Longitude	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Ohio Match Company Sawmill	Paul M. Elder	Ohio Match Company sawmill, Huetter, Idaho. (Now Diamond International)	1946-01-01		sawmills; log (wood); rivers; lumberyard (stores); incinerators;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-82	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Huetter, Kootenai County, Idaho, United States	http://www.geonames.org/5596312/huetter.html	47.7035	-116.8505			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/130	130	216.jp2	/whitepine/image/216.jp2
Coeur d'Alene Lumber Company Sawmill	Paul M. Elder	Coeur d'Alene Lumber Company sawmill and employees.	1909-01-01		lumberyards (stores); group portraits; blue collar workers;  draft horses; railroad (infrastructure); flatcars;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-83	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/131	131	217.jp2	/whitepine/image/217.jp2
Coeur d'Alene Lumber Company Sawmill		Coeur d'Alene Lumber Company sawmill.	1905-01-01		sawmills; lumberyards (stores); incinerators;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-84	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/132	132	218.jp2	/whitepine/image/218.jp2
Post Falls Lumber Company Sawmill	Paul M. Elder	Post Falls Lumber Company sawmill, Post Falls, Idaho.	1946-01-01		sawmills; dams (hydraulic structures); cascades (water features);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 76	69_2_B-85	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Post Falls, Kootenai County, Idaho, United States	http://www.geonames.org/5604353/post-falls.html	47.7181	-116.9509			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/133	133	219.jp2	/whitepine/image/219.jp2
Trailing by Steam Donkey		A steam donkey trailing logs in a chute. Logging fire damaged timber in St. Joe-Big Creek area on a Fred Herrick operation. Courtesy of the St. Maries Gazette-Record.	1913-01-01		chutes; log (wood); steam turbines;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 39	69_2_B-68	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			East Fork Big Creek, Latah County, Idaho, United States	http://www.geonames.org/5591912/east-fork-big-creek.html	46.9906	-116.7001			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/134	134	22.jp2	/whitepine/image/22.jp2
Frederick Post Water-Powered Sawmill		Frederick Post's first water-powered sawmill and employees, Post Falls, Idaho. Courtesy Paul M. Elder.	1890-01-01		sawmills; dams (hydraulic structures); cascades (water features); group portraits; blue collar workers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 14	69_2_B-86	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Post Falls, Kootenai County, Idaho, United States	http://www.geonames.org/5604353/post-falls.html	47.7181	-116.9509			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/135	135	220.jp2	/whitepine/image/220.jp2
A.W. Post Sawmill and Log Pond		A.W. Post mill and log pond, Rathdrum, Idaho. Group portrait on the edge of the log pond, sawmill in background. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.	1890-01-01		group portraits; ponds (water); log (wood); draft horses; sawmills;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-87	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Rathdrum, Kootenai County, Idaho, United States	http://www.geonames.org/5553955/rathdrum.html	47.8124	-116.8956			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/136	136	221.jp2	/whitepine/image/221.jp2
A.W. Post and Crew		A.W. Post and crew in the Company yard and sawmill, Rathdrum, Idaho. A.W. Post in back 3rd from left. John W. Post in front 4th from left. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.	1890-01-01		lumberyard (stores); blue collar workers; group portraits;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 15	69_2_B-88	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Rathdrum, Kootenai County, Idaho, United States	http://www.geonames.org/5553955/rathdrum.html	47.8124	-116.8956			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/137	137	222.jp2	/whitepine/image/222.jp2
A.W. Post and Crew		A.W. Post and crew in the interior of the sawmill, Rathdrum, Idaho. A.W. Post in back 4th from left and John W. Post in front first on the left. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.	1890-01-01		sawmill; blue collar workers; group portraits;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-89	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Rathdrum, Kootenai County, Idaho, United States	http://www.geonames.org/5553955/rathdrum.html	47.8124	-116.8956			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/138	138	223.jp2	/whitepine/image/223.jp2
Potlatch Forests Incorporated, Rutledge Unit	Western Ways Incorporated	Aerial view of PFI's (Potlatch Forests Incorporated) Rutledge Unit yard, Coeur d'Alene, Idaho. Credit to Western Ways Incorporated. Roof of largest building reads: ""Coeur D'Alene"". Side of connected building reads: ""Safety everywhere all the time"". Courtesy of the Rutledge Unit.	1966-06-30		lumberyard (stores); log (wood); sawmills; lakes (bodies of water); expressways; railroad (infrastructure); aerial photographs; aerial views;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 66	69_2_B-90	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/139	139	224.jp2	/whitepine/image/224.jp2
Fort Coeur d'Alene Sawmill		Army sawmill at Fort Coeur d'Alene (Later Fort Sherman). Credit to the Quartermaster General photo number 92-F-63-19 in the National Archives.	1910-01-01	yes	sawmills; log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 13	69_2_B-91	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			North Idaho College, Kootenai County, Idaho, United States	http://www.geonames.org/5602541/north-idaho-college.html	47.6875	-116.7960			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/140	140	225.jp2	/whitepine/image/225.jp2
St. Joe Lumber Company Sawmill		St. Joe Lumber Company plant, Harrison, Idaho. Courtesy Bert Russell.	1903-01-01	Yes	sawmills; lakes (bodies of water); railroad (infrastructure); freight cars; boxcars;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 81	69_2_B-92	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Harrison, Kootenai County, Idaho, United States	http://www.geonames.org/5595198/harrison.html	47.4544	-116.7840			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/141	141	226.jp2	/whitepine/image/226.jp2
Whip Sawing at Lake Bennett	E.A. Hagg	Whipsaw mill in action in wintertime. Credit to the Idaho Historical Society	1890-01-01	Yes	snow; winter; log (wood); pit saws; blue collar workers; lumbermen;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 10	69_2_B-93	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Bennett Bay, Kootenai County, Idaho, United States	http://www.geonames.org/5585311/bennett-bay.html	47.6417	-116.7194			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/142	142	227.jp2	/whitepine/image/227.jp2
Frank J. Davies.		Frank J. Davies, Secretary and First Manager of Edward Rutledge Timber Company at Coeur d'Alene. Courtesy of Potlatch Forests Incorporated.	1890-01-01	yes	portraits; managers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 138. Also print	69_2_B-94	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/143	143	228.jp2	/whitepine/image/228.jp2
Richard E. (Dick) Ferrell.		Reverend ""Dick"" Richard E. Ferrell. Lumberjack missionary of the Coeur d'Alenes. Dick was also formerly a blacksmith and prize fighter. Courtesy of Mrs. Richard E. Ferrell.	1935-01-01	yes	portraits; missionaries; lumbermen; pastors;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 140. Also print	69_2_B-95	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/144	144	229.jp2	/whitepine/image/229.jp2
Bunker Hill Sawmill		Bunker Hill sawmill 1900 (from Bunker hill Company publication).	1910-01-01	yes	sawmills; clippings (information artifacts);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-69	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Bunker Hill Tailings Number Two Dam, Shoshone County, Idaho United States	http://www.geonames.org/5587349/bunker-hill-tailings-number-two-dam.html	47.5370	-116.1372			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/145	145	23.jp2	/whitepine/image/23.jp2
Fred Herrick		Fred Herrick 1854-1953. Owner of the Coeur d'Alene Mill Company (and the Red Collar Steamship Company) in Coeur d'Alene, Idaho, the Export Lumber Company in Harrison, Idaho, and the Milwaukee and St. Maries Lumber Companies in St. Maries, Idaho. Courtesy of his daughter Mrs. Helen Herrick Malsed Seattle, Washington.	1910-01-01	Yes	proprietors; portraits;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 143.	69_2_B-96	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/146	146	230.jp2	/whitepine/image/230.jp2
George Frederick Jewett Sr.		George Frederick (Fritz) Jewett Sr. President of Potlatch Forests Incorporated. Courtesy of Potlatch Forests, Incorporated.	1940-01-01	Yes	portraits; directors (administrators);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 147. Also print	69_2_B-97	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/147	147	231.jp2	/whitepine/image/231.jp2
Walter S. Rosenberry		Walter S. Rosenberry at his desk at the Winton Lumber Company of Coeur d'Alene in Gibbs, Idaho. He is the manager of Rose Lake Lumber Company, Winton-Rosenberry Lumber Company at St. Joe, and Winton Lumber Company at Gibbs. Courtesy of Robert (Bob) and Ralph Rosenberry.	1935-01-01	Yes	portraits; offices (work spaces); directors (administrators); proprietors;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 153. Also print	69_2_B-100	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Gibbs, Kootenai County, Idaho, United States	http://www.geonames.org/5594007/gibbs.html	47.6900	-116.8025			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/150	150	234.jp2	/whitepine/image/234.jp2
Tugboat Towing Logs		Brails of logs being towed on Coeur d'Alene River near Dudley, Idaho. Taken in August.	1955-01-01		tugboats; rivers; log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-115	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Dudley, Kootenai County, Idaho, United States	http://www.geonames.org/5591668/dudley.html	47.5419	-116.4234			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/165	165	248.jp2	/whitepine/image/248.jp2
Tugboat Towing Logs		Tugboat towing brails of logs on St. Joe River, St. Maries, Idaho. Taken in Spring. Note log driver walking on logs.	1939-01-01		tugboats; rivers; log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-116	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries, Benewah County, Idaho, United States	http://www.geonames.org/5606232/saint-maries.html	47.3144	-116.5624			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/166	166	249.jp2	/whitepine/image/249.jp2
Winton Lumber Company Flume		""Rearing"" a flume, Falls Creek. Feeder flume under construction on left. Credit Dick Reed.	1925-01-01	yes	log (wood); flumes; blue collar workers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-132	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/183	183	264.jp2	/whitepine/image/264.jp2
Winton Lumber Company Flume		Water flowing and logs being separated in the Falls Creek flume. Feeder flume under construction on left. Credit Dick Reed.	1925-01-01	yes	log (wood); flumes; blue collar workers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-133	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/184	184	265.jp2	/whitepine/image/265.jp2
Tugboat Towing Logs	Neil Fullerton	Tugboat pulling logs from St. Maries River into St. Joe River.	1942-06-06		tugboats; rivers; log (wood); houseboats;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-8	black and white negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries River, Benewah County, Idaho, United States	http://www.geonames.org/5606239/saint-maries-river.html	47.3165	-116.5556			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/191	191	3.jp2	/whitepine/image/3.jp2
Whip Sawing at Lake Bennett	E.A. Hagg	Whipsaw mill in action in wintertime. Credit to the Idaho Historical Society	1890-01-01	Yes	snow; winter; log (wood); pit saws; blue collar workers; lumbermen;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 10	69_2_B-93	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Bennett Bay, Kootenai County, Idaho, United States	http://www.geonames.org/5585311/bennett-bay.html	47.6417	-116.7194			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/215	215	51.jp2	/whitepine/image/51.jp2
A.C. Morbeck.		A.C. Morbeck, Owner, manager, and secretary of several lumber manufacturing plants in the Coeur d'Alenes. His career lasted from 1902-1940. Courtesy of his son Donald (Don) Morbeck, Coeur d'Alene, Idaho.	1930-01-01	Yes	portraits; proprietors; directors (administrators);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 149. Also print	69_2_B-98	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/221	221	57.jp2	/whitepine/image/57.jp2
Frederick Post		Frederick Post the namesake of Post Falls and owner of a chain of sawmills in the area.	1900-01-01	Yes	portraits; proprietors; pioneers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 151	69_2_B-99	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Post Falls, Kootenai County, Idaho, United States	http://www.geonames.org/5604353/post-falls.html	47.7181	-116.9509			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/222	222	58.jp2	/whitepine/image/58.jp2
Walter S. Rosenberry		Walter S. Rosenberry at his desk at the Winton Lumber Company of Coeur d'Alene in Gibbs, Idaho. He is the manager of Rose Lake Lumber Company, Winton-Rosenberry Lumber Company at St. Joe, and Winton Lumber Company at Gibbs. Courtesy of Robert (Bob) and Ralph Rosenberry.	1935-01-01	Yes	portraits; offices (work spaces); directors (administrators); proprietors;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 153. Also print	69_2_B-100	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Gibbs, Kootenai County, Idaho, United States	http://www.geonames.org/5594007/gibbs.html	47.6900	-116.8025			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/223	223	59.jp2	/whitepine/image/59.jp2
Sawmill Proprietors and Friends		The men are left to right: Emery Wilson, W alter B. Russell, Richard ""Dick"" Ferrell, R.W. Edminster, Jim Evenden, Howard Drake, and A.B. Lafferty. Taken in April.	1955-01-01		group portraits; directors (administrators); proprietors; lumbermen; missionaries; pastors;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 155.	69_2_B-101	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/225	225	60.jp2	/whitepine/image/60.jp2
Huntington Taylor		Huntington Taylor, builder and manager of the Edward Rutledge Timber Company, Coeur d'Alene, Idaho, from 1916-1925. Courtesy of Potlatch Forests, Incorporated.	1926-01-01	yes	portraits; directors (administrators);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-102	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/226	226	61.jp2	/whitepine/image/61.jp2
C. Lee Billings		C. Lee Billings, general manager of Potlatch Forests, Incorporated (from newspaper). He also previously worked for the Forest Service and the Edward Rutledge Timber Company. Courtesy of Potlatch Forests, Incorporated.	1940-01-01	Yes	portraits; directors (administrators); clippings (information artifacts);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-103	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/227	227	62.jp2	/whitepine/image/62.jp2
Edward Rutledge		Edward Rutledge, Minnesota,  namesake and founder of the Edward Rutledge Timber Company Coeur d'Alene, Idaho. Courtesy of Potlatch Forest, Incorporated.	1900-01-01	Yes	portraits; founders (originators);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-104	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Coeur d'Alene, Kootenai County, Idaho, United States	http://www.geonames.org/5589173/coeur-d-alene.html	47.6776	-116.7925			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/228	228	63.jp2	/whitepine/image/63.jp2
Perl Bailey		Arthur Perl Bailey (from Match Tips, August 1963 Article by Ed Rosenlund).	1963-01-01		portraits; clippings (information artifacts);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-105	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/229	229	64.jp2	/whitepine/image/64.jp2
Marking Hammer	Clarence C. Strong	Dave Dollar Logging Company log branding hammer. Dave Dollar logging Company logged the Marble Creek and Coeur d'Alene river from 1910-1925.	1968-01-01	Yes	log (wood); brands (tools); hammers (tools);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 120	69_2_B-106	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/230	230	65.jp2	/whitepine/image/65.jp2
James D. Miller		James D. Miller, 1869-1946, Miller Shingle Mill operator of St. Maries, and 2 grandsons (potentially James and Jerry Miller). Courtesy of Glen Miller, St. Maries, Idaho.	1920-01-01	Yes	group portraits; children;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-107	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/231	231	66.jp2	/whitepine/image/66.jp2
Herman Laumeister Shingle Mill		Herman Laumeister Shingle Mill, Harrison, Idaho. Courtesy of Mrs. Frank K. Hildebrand, Harrison, Idaho.	1913-01-01	yes	sawmills; railroad (infrastructure); utility poles;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-109	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Harrison, Kootenai County, Idaho, United States	http://www.geonames.org/5595198/harrison.html	47.4542	-116.7856			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/232	232	67.jp2	/whitepine/image/67.jp2
Day Crew		Day crew at Stine Lumber & Shingle Company, St. Maries, Idaho. Manufactured only shingles. James (Jim) D. Miller, owner and manager, bareheaded in the back row. [same unintelligible word] operated many years. Courtesy of Glen Miller, his son.	1915-01-01	Yes	group portraits; directors (administrators); proprietors; lumbermen; blue collar workers; shingle;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 102.Also print	69_2_B-110	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries, Benewah County, Idaho, United States	http://www.geonames.org/5606232/saint-maries.html	47.3144	-116.5624			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/233	233	68.jp2	/whitepine/image/68.jp2
Sam Avery		Sam Avery, old time shingle mill operator at Harrison, Idaho from the 1890's-1915. Courtesy of his grandson Sam Avery Kingston, Idaho.	1900-01-01	Yes	portraits; proprietors; directors (administrators);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 98. Also print	69_2_B-111	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Harrison, Kootenai County, Idaho, United States	http://www.geonames.org/5595198/harrison.html	47.4542	-116.7856			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/234	234	69.jp2	/whitepine/image/69.jp2
Stine Lumber and Shingle Company Sawmill		Stine Lumber & Shingle Company, St. Maries, Idaho. Side of boxcars reads: "" Chicago, Milwaukee, and St. Paul"". Courtesy of Glen Miller, St. Maries, Idaho.	1914-01-01	Yes	sawmills; railroad (infrastructure); freight cars; boxcars;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-108	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries, Benewah County, Idaho, United States	http://www.geonames.org/5606232/saint-maries.html	47.3144	-116.5624			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/236	236	70.jp2	/whitepine/image/70.jp2
Herman Laumeister		Herman Laumeister, on of the principal shingle and lumber mill operators (shingle mills at Harrison and Coeur d'Alene and a sawmill near Murray, Idaho during the period 1893-1930. Courtesy of his daughter Mrs. Frank Hildebrand Harrison, Idaho.	1915-01-01	Yes	portraits; proprietors; directors (administrators);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 101. Also print	69_2_B-112	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Harrison, Kootenai County, Idaho, United States	http://www.geonames.org/5595198/harrison.html	47.4542	-116.7856			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/237	237	71.jp2	/whitepine/image/71.jp2
Tugboat ""Hercules""	Neil Fullerton	Tugboat ""Hercules"" towing logs down the St. Maries River under the new bridge, St. Maries, Idaho.	1942-06-06		tugboats; rivers; log (wood); bridges (built works); houseboats;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-113	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries River, Benewah County, Idaho, United States	http://www.geonames.org/5606239/saint-maries-river.html	47.3169	-116.5548			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/238	238	72.jp2	/whitepine/image/72.jp2
