id,link,type,cdmid,title,format,rights,description,publisher,date,source,keywords,coverage,aprox,latitude,longitude,relation
Gale_Elk River_127,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/657,Image;StillImage,657,Elk River Mill Pay Roll,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,The payroll for Potlatch Lumber Company at Elk River Mill in December of 1916.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1916-12-01,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Payroll Records,,yes,,,
Gale_Elk River_78,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/658,Image;StillImage,658,Elk River Timber_7,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Elk River timber.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Idaho Timber,,yes,,,Weyerhaeuser Tacoma
Gale_Elk River_128,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/659,Image;StillImage,659,"Elk River, Idaho Water Works System",image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A bluepring of Elk River, Idaho's water work system. It displays all the tanks and fire wood stove pipe (1 1/2' by 2' iron pipe) along with fire hydrants and gate valves.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1928-04-01,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Water Works Blueprint,"Elk River, Idaho",yes,,,
Gale_Elk River_77,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/660,Image;StillImage,660,Elk River Timber_6,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Elk River timber.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Idaho Timber,,yes,,,
Gale_Elk River_79,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/661,Image;StillImage,661,Elk River Timber_8,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Elk River timber.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Idaho Timber,,yes,,,Weyerhaeuser Tacoma
Gale_DeepCreek2-15b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/662,Image;StillImage,662,9 Deer on Zimmerman Place,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Nine deer on Ruke Zimmerman Place,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1989-10-01,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",road; deer; forest,United States--Idaho--Latah County--Deep Creek,yes,46.98236,-116.902001,
Gale_Elk River_80a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/663,Image;StillImage,663,Elk River Timber_9,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Elk River timber.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Idaho Timber,,yes,,,Potlatch Corporation
Gale_Elk River_80b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/664,Image;StillImage,664,Elk River Timber_10,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Elk River timber located in SE-NE Sec. 8-T39-R2E.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Idaho Timber,,yes,,,Potlatch Corporation
Gale_Elk River_81a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/665,Image;StillImage,665,Elk River Operation,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of an operation at Elk River.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Idaho Timber,,yes,,,Lillian Yangel
Gale_Elk River_81b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/666,Image;StillImage,666,Elk River Operation Upper Basin,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of an operation at the upper basin of Elk River.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Labor,,yes,46.798355,-116.194794,Lillian Yangel
Gale_Elk River_82a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/667,Image;StillImage,667,Elk River Mill Pond Fishing,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of two men fishing in mill pond in Elk River.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1912,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Fishing Areas,,yes,46.782521,-116.172013,
Gale_Elk River_82b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/668,Image;StillImage,668,Elk River Camp and Log Landing,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of an Elk River Camp and log landing.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Camp,,yes,,,Weyerhaeuser Tacoma
Gale_Elk River_83a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/669,Image;StillImage,669,Elk Creek Upper Basin Line,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of a locomotive going down the Elk Creek Upper Basin line.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Labor,"Upper Basin Elk River, Idaho",yes,46.798355,-116.194794,Tom Farbo
Gale_Elk River_83b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/670,Image;StillImage,670,Elk River Upper Basin Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of a log landing camp and loading area of the Upper Basin in Elk River.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Camp,,yes,46.798355,-116.194794,Weyerhaeuser Tacoma
Gale_Elk River_84a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/671,Image;StillImage,671,First Fire Warden of Potlatch Timber,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the first fire wardern of Potlatch Timber Pro.Ass'n of Elk River,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1905,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Fire Prevention,,yes,,,Special Collections U. of I. Library
Gale_Elk River_84b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/672,Image;StillImage,672,Archie Newcomb and Horse Logging,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Archie Newcomb and fellow loggers at Elk River horse logging.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1905,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Horse Logging,,yes,,,Special Collections U. of I. Library
Gale_DeepCreek2-02,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/673,Image;StillImage,673,Bell Mill on Deep Creek,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,Fred L. Bell's sawmill on Deep Creek. His wife was Jennie Powers of Palouse.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1905,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",sawmill; creek; group of people,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_DeepCreek2-15c,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/674,Image;StillImage,674,Vic Beplate Place,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,The Vic Beplate Place during the winter of 1988-1989,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1988,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",house; shop; snow; winter,United States--Idaho--Latah County--Deep Creek,yes,47.0154,-116.9202,
Gale_Elk River_85,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/675,Image;StillImage,675,Potlatch Lumber Company in Elk River,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A photograph of the Potlatch Lumber Company's sawmill in Elk River, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1928,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Sawmill Landscapes,"Elk River, Idaho",yes,46.7777,-116.1964,John Anderson
Gale_Elk River_86a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/676,Image;StillImage,676,Skidding Teams of Camp 14,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the horse skidding teams of camp 14 at Oviat Creek.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Horses,,yes,46.75555,-116.25666,Robbin Johnston
Gale_Elk River_86b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/677,Image;StillImage,677,Elk River Upper Basin Camp 15,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of a winter scene at camp 15 of the upper basin in Elk River, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Camp,,yes,46.798355,-116.194794,Julius Crane
Gale_Elk River_87a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/678,Image;StillImage,678,Elk River Logging Operation,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of a logging operation in Elk River, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1913,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Idaho Forestry,,yes,,,Potlatch Corporation
Gale_Elk River_87b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/679,Image;StillImage,679,Electric Donkey Number 2,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Donkey #2 skidding cedar poled to landing with a 3000' range near Elk River.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,,,Potlatch Corporation
Gale_Elk River_88,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/680,Image;StillImage,680,Electric Donkey Number 1,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Electric Donkey No. 1 in operation.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,,,Potlatch Corporation
Gale_Elk River_90,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/681,Image;StillImage,681,Electrical Logging Operation Report,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A report from 'The Timberman' with an exerpt from a paper by E.J. Barry about the Potlatch Lumber Company's plan for the operation of the equipment for the new electrically operated camp near Elk River, Idaho. The paper discusses transmission line protection, location, length, power, and electrical work for the electric logging systems.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911-05-01,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,,,The Timberman
Gale_Elk River_89,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/682,Image;StillImage,682,Electric Road Engine Performance Report,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A performance report for an electric road engine at the Elk River camp of the Potlatch Lumber Company. The report goes in detail about the power and strength of the machine under varying durations and pressures. This test opened up several opportunities for electricity in the logging field. Courtesy of Steven Gatke.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911-08-01,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,,,The Timberman
Gale_Elk River_91,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/683,Image;StillImage,683,Electric Logging Donkey,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the motor control on an electric donkey  by electrical engineer E.J. Barry for the Potlatch Lumber Company's electric logging camp.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,46.785709,-116.174151,
Gale_Elk River_92,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/684,Image;StillImage,684,The First Electric Donkey,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the first electric donkey at the Potlatch Lumber Company's camp in Elk River, Idaho designed by electrical engineer E.J. Barry","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,46.785709,-116.174151,
Gale_DeepCreek2-15d,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/685,Image;StillImage,685,Lone Jack Mountain,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A photograph looking towards Lone Jack Mountain from the Vic Beplate Place.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1989-10-01,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",mountain; road; rainbow,United States--Idaho--Latah County--Deep Creek,yes,47.0154,-116.9202,
Gale_Elk River_93,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/686,Image;StillImage,686,Transformer Car,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of a trasformer car used for electric logging designed by electrical engineer E.J. Barry at the Elk River, Idaho Camp for the Potlatch Lumber Company.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,46.786117,-116.173013,
Gale_Elk River_94,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/687,Image;StillImage,687,High Lead Yarding,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph for high lead yarding at Potlatch Lumber Company's Elk River Camp. Used for electric logging with E.J. Barry as the electical engineer.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,,,
Gale_Elk River_95,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/688,Image;StillImage,688,Transformer Car and Electric Donkey,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of a transformer car and electric donkey with a connecting electrick cable at the Potlatch Lumber Company Elk River, Idaho Camp.Used for electric logging with E.J. Barry as the electrical engineer.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forestry Equipment,,yes,,,
Gale_Elk River_96a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/689,Image;StillImage,689,"Men Eating Lunch Near Elk River, Idaho",image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of unidentified men eating fresh trout for lunch near Elk River.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Forest Lunch,,yes,,,Weyerhaeuser Tacoma
Gale_Plant_01a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/690,Image;StillImage,690,Interior of Sawmill,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of an interior view of the sawmill in 1913 courtesy of Potlatch Corporation.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1913,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Interior,United States--Idaho--Latah County--Potlatch,yes,46.922281,-116.907683,Potlatch Corporation
Gale_Plant_05,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/691,text,691,The Steam Power Plants,application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A document containing specifics of the two steam power plants at the sawmill in Potlatch. It contains information about the size of the boilers and smoke stacks, the cost of the boilers and installation, how they were built, the steam whistles and what they were used for, and the best time of year to work in the department.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1970,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Steam Plants; Sawmill,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Plant_02b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/692,Image;StillImage,692,Plant Flood,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the sawmill plant site during a spring flood around 1910-1912. It appears the first dry kilns were under construction and all the lumber trucks are empty.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Site,United States--Idaho--Latah County--Potlatch,yes,46.924002,-116.909441,Gale File
Gale_Plant_02a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/693,Image;StillImage,693,Pond Log Slip,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the loading area of the pond log slip with the boiler house and burner in background.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Pond,United States--Idaho--Latah County--Potlatch,yes,46.921729,-116.907791,Gale File
Gale_Plant_01b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/694,Image;StillImage,694,Sawmill Interior,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the sawmill interior courtesy of the Potlatch Corporation.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1913,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Interior,United States--Idaho--Latah County--Potlatch,yes,46.922281,-116.907683,Potlatch Corporation
Gale_Plant_04a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/695,Image;StillImage,695,Filing Room,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of employees in the saw filing room. Courtesy of Potlatch Corporation.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Interior,United States--Idaho--Latah County--Potlatch,yes,46.922281,-116.907683,Potlatch Corporation
Gale_DeepCreek2-16a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/696,Image;StillImage,696,Albert Clausen,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Albert Clausen on Ruke Zimmerman's Place.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1989-11-01,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",portrait; tree,United States--Idaho--Latah County--Deep Creek,yes,46.98241,-116.900966,
Gale_Plant_03b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/697,Image;StillImage,697,Roll Cases and Transfer Chains,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the roll cases and transfer chains within the sawmill. Photo courtesy of Paul Welo,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Interior,United States--Idaho--Latah County--Potlatch,yes,46.922281,-116.907683,Paul Welo
Gale_Plant_03a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/698,Image;StillImage,698,Rig No. 1,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the number 1 rig and some workers. Courtesy of Paul Welo,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Equipment,United States--Idaho--Latah County--Potlatch,yes,46.922281,-116.907683,Paul Welo
Gale_Plant_08,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/699,Image;StillImage,699,The Burner,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A summary of the use and demise of the Potlatch burner with a photograph.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Burner,United States--Idaho--Latah County--Potlatch,yes,46.922411,-116.907295,Gale File
Gale_Plant_07,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/700,Image;StillImage,700,Lumber Yard,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A north view of part of the lumber yard with the Peterson farm in the background. The white dot in the trees to the right is were todays USFS Ranger Station is located.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1930,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Lumber Yard,United States--Idaho--Latah County--Potlatch,yes,46.928036,-116.911513,
Gale_Plant_09,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/701,Image;StillImage,701,Planing Machines,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the input side of belt driven planing machines from a single overhead line shaft. They were powered by one 750hp Corliss steam engine.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Planer,United States--Idaho--Latah County--Potlatch,yes,46.923686,-116.907903,Gale File
Gale_Plant_04b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/702,Image;StillImage,702,Filing Room,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of a worker in the saw filing room. Courtesy of Paul Welo,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Interior,United States--Idaho--Latah County--Potlatch,yes,46.922281,-116.907683,Paul Welo
Gale_Plant_11a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/703,Image;StillImage,703,Ben Swafford,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Ben Swafford a long time Elk River and Potlatch sawmill foreman.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Foreman,United States--Idaho--Latah County--Potlatch,yes,,,Gale File
Gale_Plant_11b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/704,Image;StillImage,704,Allison W. Laird,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the 1913-1930 unit manager at the Potlatch Lumber Company Allison W. Laird.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Manager,United States--Idaho--Latah County--Potlatch,yes,,,Potlatch Corporation
Gale_Plant_10,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/705,Image;StillImage,705,Loading Timbers,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of workers loading timbers for shipment. Photo courtesy of the Potlatch Corporation.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Timber,United States--Idaho--Latah County--Potlatch,yes,46.926923,-116.908616,Potlatch Corporation
Gale_Plant_12,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/706,Image;StillImage,706,Workers,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of employees at the sawmill.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Employees,United States--Idaho--Latah County--Potlatch,yes,,,Potlatch Corporation
Gale_DeepCreek2-16b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/707,Image;StillImage,707,Ruke Zimmerman,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Ruke Zimmerman on his property.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1989-11-01,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",portrait; tree,United States--Idaho--Latah County--Deep Creek,yes,46.982643,-116.900279,
Gale_Plant_11c,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/708,Image;StillImage,708,Deary and the Bells,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of Wn. Deary (manager), F.S. Bell (secretary), and Bell's son Laird Bell. They were early figures in the formation of the Potlatch Lumber Company.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Figures,United States--Idaho--Latah County--Potlatch,yes,,,Potlatch Corporation
Gale_Plant_13a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/709,Image;StillImage,709,Lumber,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of employees and lumber at the sawmill.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Lumber,United States--Idaho--Latah County--Potlatch,yes,46.923686,-116.907903,Gale File
Gale_Plant_13b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/710,Image;StillImage,710,Cleaning Pond,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the frequent chore of cleaning out the pond of debris and miscellaneous dirt off the logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Pond cleaning,United States--Idaho--Latah County--Potlatch,yes,46.920761,-116.908018,Gale File
Gale_Plant_14,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/711,Image;StillImage,711,Lumber Shipping Dock,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the lumber shipping dock at the Potlatch Lumber Company in Potlatch, Idaho around 1920. The workers are on electric buggies to transport lumber to the shipping dock. The lumber is stacked on end in the back to prevent dust accumulation, reduce lumber damage, and efficiently use floor space.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Lumber Storage,United States--Idaho--Latah County--Potlatch,yes,46.926923,-116.908616,Elvin Gosselin
Gale_Plant_15,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/712,Image;StillImage,712,Weyerhaeuser Men,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the men who came west with Weyerhaeuser to start up the Potlatch mill. They had jobs like clerk, foreman, superintendents, and chief graders. Photo was taken prior to 1915.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Sawmill Employees,United States--Idaho--Latah County--Potlatch,yes,,,Weyerhaeuser Tacoma
Gale_Plant_17a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/713,Image;StillImage,713,Japanese Trade Delegation,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of a 55 member Japanese trade delegation that visited Potlatch during their 80 day tour of the U.S.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1909,"Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Visitors; Tours,United States--Idaho--Latah County--Potlatch,yes,46.928752,-116.931616,Potlatch Corporation
